date,Close,High,Low,Open,Volume,return,direction,sentiment_mean,sentiment_std,headline_count,return_1d,return_3d,return_5d,volatility_5d,volume_change,sentiment_1d,sentiment_3d,sentiment_7d,sentiment_momentum
2025-02-27,22545.05078125,22613.30078125,22508.400390625,22568.94921875,289200,-0.0001108767876499,0,-0.09066323322408337,0.8781418861565792,17,-0.0002571160481895,-0.005338123392380132,-0.0034832021971609394,0.0044674775072630814,0.16798880074661682,0.3405105024576187,0.0778779024094866,-0.05741365646580091,0.39792415892341965
2025-02-28,22124.69921875,22450.349609375,22104.849609375,22433.400390625,551300,-0.0186449596666951,0,-0.4818367640177409,0.6791590612312445,15,-0.0001108767876499,-0.0036693660553026326,-0.00339729101668282,0.004541728849032778,0.15541350379544538,-0.09066323322408337,0.016823570410287546,-0.04910343679525675,-0.04155979642882662
2025-03-03,22119.30078125,22261.55078125,22004.69921875,22194.55078125,282400,-0.0002440004922383,0,-0.0012467848627190899,0.9019076439423925,19,-0.0186449596666951,-0.006337650834178167,-0.006954041326297081,0.007831291763217941,0.9062932226832643,-0.4818367640177409,-0.07732983159473518,-0.10021206192650876,-0.3816247020912321
2025-03-04,22082.650390625,22105.05078125,21964.599609375,21974.44921875,253300,-0.0016569416451024,1,-0.3283844239571515,0.7918677725207751,17,-0.0002440004922383,-0.006333278982194432,-0.00597941166496826,0.008399664899213767,-0.4877562125884274,-0.0012467848627190899,-0.19124892736818114,-0.062905450261713,0.06165866539899391
2025-03-05,22337.30078125,22394.900390625,22067.80078125,22073.05078125,305900,0.0115316950692254,1,-0.14345964590708415,0.8366710406848831,15,-0.0016569416451024,-0.006848633934678599,-0.00418277892797504,0.00810924961619277,-0.1030453257790368,-0.3283844239571515,-0.27048932427920386,-0.09549964269046216,-0.23288478126668935
2025-03-06,22544.69921875,22556.44921875,22245.849609375,22476.349609375,372100,0.009284847776867,1,0.16136270761489868,0.9224530654565324,12,0.0115316950692254,0.003210250977294901,-0.0018250167044920602,0.010802527109448002,0.20765890248716934,-0.14345964590708415,-0.15769695157565158,-0.12920812964483328,-0.01425151626225088
2025-03-07,22552.5,22633.80078125,22464.75,22508.650390625,289800,0.0003460139864501,0,-0.6430032134056092,0.5885738478834678,10,0.009284847776867,0.006386533733663334,5.412820841131996e-05,0.011933285936013545,0.2164105916966328,0.16136270761489868,-0.10349378741644566,-0.07767394884232308,0.23903665645722177
2025-03-10,22460.30078125,22676.75,22429.05078125,22521.849609375,293900,-0.0040882039130917,1,-0.30390567962939924,0.8321303873557037,13,0.0003460139864501,0.007054185610847501,0.0038523229390403603,0.006080936334361118,-0.22117710292932002,-0.6430032134056092,-0.20836671723259823,-0.21817590825135566,-0.4248273051542535
2025-03-11,22497.900390625,22522.099609375,22314.69921875,22345.94921875,347900,0.001674047455606,0,-0.4040725938975811,0.7575536086849007,16,-0.0040882039130917,0.0018475526167418012,0.0030834822548696803,0.006914254621031475,0.014147688060731634,-0.30390567962939924,-0.26184872847336993,-0.2486391148806865,-0.05526656474871275
2025-03-12,22470.5,22577.400390625,22329.55078125,22536.349609375,369700,-0.0012179087892316,0,-0.410273096778176,0.7257609748047309,22,0.001674047455606,-0.0006893808236785322,0.00374968007501136,0.006490829259077027,0.18373596461381414,-0.4040725938975811,-0.45032716231086317,-0.23752994772066363,-0.16654264617691747
